Scanning 127 channels through 16 RSSI levels

        <lower ------------------- rssi levels ------------------- higher>
channel    0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
35       255 255 255 255 255 255 255 250  35  24   3   3   2   2   2   2
36       255 255 255 255 255 255 255 252   8   3   4   5   4   4   4   3
37       255 255 255 255 255 255 255 253   6   2   3   4   3   3   3   3
38       255 255 255 255 255 255 255 233 126   3   4   2   4   3   4   3
39       255 255 255 255 255 255 255 255  81   3   7   3   3   3   3   3
40       255 255 255 255 255 255 255 255  42   4   2   2   2   1   2   0
41       255 255 255 255 255 255 255 255  42   4   3   4   4   2   1   0
42       255 255 255 255 255 255 255 224 108   6   4   1   0   0   0   0
43       255 255 255 255 255 255 255 254  12   4   0   0   0   0   0   0
44       255 255 255 255 255 255 255 255 146   7   4   1   0   0   0   0
45       255 255 255 255 255 255 255 255 255 255 255 255 255   0   0   0
46       255 255 255 255 255 255 255 255 255 255 255 255 255 255 255   0
47       255 255 255 255 255 255 255 255 255 255 255 255 255 251   1   0
48       255 255 255 255 255 255 255 255 255 255 255 255   6   5   2   0
49       255 255 255 255 255 255 255 255 255 255  97  29  12   8   5   2
50       255 255 255 255 255 255 255 255 204 108  14   7   7   6   3   4
51       255 255 255 255 255 255 255 255 201  85  16   7   6   7   6   5
52       255 255 255 255 255 255 255 244  15   9   9   8   7   6   6   6
53       255 255 255 255 255 255 255 255   8   5   6   6   7   6   7   7
54       255 255 255 255 255 255 255 253  10   7   7   7   4   6   8   5
55       255 255 255 255 255 255 255 244  10   9   9   3   5   5   2   5
56       255 255 255 255 255 255 255 243  10   7   4   6   6   6   6   7
57       255 255 255 255 255 255 255 217   8   9   5   6   6   5   7   6
58       255 255 255 255 255 255 255 213  12   5   6   6   6   6   6   5
59       255 255 255 255 255 255 255 255  64   8   5   5   5   6   6   7
60       255 255 255 255 255 255 255 255 255 255 244   5   5   5   5   5
61       255 255 255 255 255 255 255 255 255 255  22   6   3   6   6   3
62       255 255 255 255 255 255 255 251  17   7   8   4   7   7   5   7
63       255 255 255 255 255 255 255 255 232   5   5   7   7   6   8   8
64       255 255 255 255 255 255 255 255 252  11   6   6   6   6   6   6
65       255 255 255 255 255 255 255 255  92  26   9   8   6   7   7   2
66       255 255 255 255 255 255 255 255 228  51  27  24  15   7   2   0
67       255 255 255 255 255 255 255 255 255 254 114  25  11   5   6   0
68       255 255 255 255 255 255 255 255 252 241  45   8   8   6   6   1
69       255 255 255 255 255 255 255 255 213  11   7   8   4   3   0   0
70       255 255 255 255 255 255 255 250  48   9   6   7   7   5   0   0
71       255 255 255 255 255 255 255 233  10   7   8   4   4   5   0   0
72       255 255 255 255 255 255 255 255  19   8   7   3   0   1   0   0
73       255 255 255 255 255 255 255 255 255 255 255 143   1   0   0   0
74       255 255 255 255 255 255 255 255 255 255 255 255 255 255 250   0
75       255 255 255 255 255 255 255 255 255 255 255 255 255 255   6   0
76       255 255 255 255 255 255 255 255 255 255 255 250   1   0   0   0
77       255 255 255 255 255 255 255 255 181   2   1   0   0   0   0   0
78       255 255 255 255 255 255 255 255 166   1   0   2   3   0   0   0
79       255 255 255 255 255 255 255 255 255 191   0   3   0   0   0   1
80       255 255 255 255 255 255 255 255 255 255  25   2   0   3   0   0
81       255 255 255 255 255 255 255 255 250   5   0   1   1   1   0   0
82       255 255 255 255 255 255 255 255  25   0   0   3   1   0   0   1
83       255 255 255 255 255 255 255 241   2   2   1   1   0   0   0   0
84       255 255 255 255 255 255 255 226   1   1   1   0   0   0   0   0
85       255 255 255 255 255 255 255 219   0   0   0   2   1   0   0   0
86       255 255 255 255 255 255 255 240   1   0   0   0   0   1   0   0
87       255 255 255 255 255 255 255 254  33   0   1   0   0   0   0   0
88       255 255 255 255 255 255 255 255 255 255 255   0   0   0   0   0
89       255 255 255 255 255 255 255 255 255 255 255 172   0   0   0   0
90       255 255 255 255 255 255 255 255 253   0   0   0   0   0   0   0
91       255 255 255 255 255 255 255 252   0   0   0   0   0   0   0   0
92       255 255 255 255 255 255 255 245   2   0   0   0   0   0   0   0
93       255 255 255 255 255 255 255 249   0   0   0   0   0   0   0   0
94       255 255 255 255 255 255 255 244   5   0   0   0   0   0   0   0
95       255 255 255 255 255 255 255 255  93   0   0   0   0   0   0   0
96       255 255 255 255 255 255 255 255 230   0   0   0   0   0   0   0
97       255 255 255 255 255 255 255 255 161   0   0   0   0   0   0   0
98       255 255 255 255 255 255 255 254  47   0   0   0   0   0   0   0
99       255 255 255 255 255 255 255 254  12   0   0   0   0   0   0   0
100      255 255 255 255 255 255 255 254   6   0   0   0   0   0   0   0
101      255 255 255 255 255 255 255 255 255 235   0   0   0   0   0   0
102      255 255 255 255 255 255 255 255 255 255 255 255 255 255 120   0
103      255 255 255 255 255 255 255 255 255 255 255 255 255 255 255   0
104      255 255 255 255 255 255 255 255 255 255 255 255 255   0   0   0
105      255 255 255 255 255 255 255 255 255 107   0   0   0   0   0   0
106      255 255 255 255 255 255 255 255  22   0   0   0   0   0   0   0
107      255 255 255 255 255 255 255 250   2   0   0   0   0   0   0   0
108      255 255 255 255 255 255 255 236   0   0   0   0   0   0   0   0
109      255 255 255 255 255 255 255 251   1   0   0   0   0   0   0   0
110      255 255 255 255 255 255 255 255  94   0   0   0   0   0   0   0
111      255 255 255 255 255 255 255 255 254   8   0   0   0   0   0   0
112      255 255 255 255 255 255 255 255 255 182   0   0   0   0   0   0
113      255 255 255 255 255 255 255 255 155   0   0   0   0   0   0   0
114      255 255 255 255 255 255 255 252  14   0   0   0   0   0   0   0
115      255 255 255 255 255 255 255 255 130   0   0   0   0   0   0   0
116      255 255 255 255 255 255 255 255 255 255 255  75   0   0   0   0
117      255 255 255 255 255 255 255 255 255 255 255 255 254   0   0   0
118      255 255 255 255 255 255 255 255 255 255 207   0   0   0   0   0
119      255 255 255 255 255 255 255 255 255  14   0   0   0   0   0   0
120      255 255 255 255 255 255 255 255 254  64   0   0   0   0   0   0
121      255 255 255 255 255 255 255 255 230   0   0   0   0   0   0   0
122      255 255 255 255 255 255 255 251   1   0   0   0   0   0   0   0
123      255 255 255 255 255 255 255 254   0   0   0   0   0   0   0   0
124      255 255 255 255 255 255 255 255  41   0   0   0   0   0   0   0
125      255 255 255 255 255 255 255 254   1   0   0   0   0   0   0   0
126      255 255 255 255 255 255 255 254   0   0   0   0   0   0   0   0
127      255 255 255 255 255 255 255 255   8   0   0   0   0   0   0   0
