Scanning 127 channels through 16 RSSI levels

        <lower ------------------- rssi levels ------------------- higher>
channel    0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
34       255 255 255 255 255 255 255 255  11   4   3   3   3   3   3   3
35       255 255 255 255 255 255 255 250   4   4   3   4   3   3   3   3
36       255 255 255 255 255 255 255 252   5   3   3   2   2   2   2   3
37       255 255 255 255 255 255 255 252   4   4   5   3   3   3   2   2
38       255 255 255 255 255 255 255 210 112   5   5   3   4   3   3   3
39       255 255 255 255 255 255 255 255  43   3   3   4   3   3   3   3
40       255 255 255 255 255 255 255 255  18   4   2   2   2   2   3   0
41       255 255 255 255 255 255 255 254  44   4   3   3   3   0   0   0
42       255 255 255 255 255 255 255 228 113   6   0   0   0   0   0   0
43       255 255 255 255 255 255 255 255  16   4   3   0   0   0   0   0
44       255 255 255 255 255 255 255 255 104   7   2   0   1   0   0   0
45       255 255 255 255 255 255 255 255 255 255 255 255 253   0   0   0
46       255 255 255 255 255 255 255 255 255 255 255 255 255 255 249   0
47       255 255 255 255 255 255 255 255 255 255 255 255 255 104   0   0
48       255 255 255 255 255 255 255 255 255 255 255 254   6   5   0   0
49       255 255 255 255 255 255 255 255 255 255  37   6   6   6   5   0
50       255 255 255 255 255 255 255 255 248  36   5   6   5   4   5   5
51       255 255 255 255 255 255 255 253 152   6   6   5   6   5   4   1
52       255 255 255 255 255 255 255 231   6   7   8   4   5   5   5   5
53       255 255 255 255 255 255 255 254   5   6   4   4   7   7   5   2
54       255 255 255 255 255 255 255 252   5   7   6   6   7   7   7   6
55       255 255 255 255 255 255 255 236   5   8   7   7   7   6   5   6
56       255 255 255 255 255 255 255 230  11   8   7   8   8   6   5   5
57       255 255 255 255 255 255 255 181  13   6   7   6   5   4   6   5
58       255 255 255 255 255 255 255 175  13   7   7   6   8   6   4   6
59       255 255 255 255 255 255 255 255  46   7   6   6   5   6   6   4
60       255 255 255 255 255 255 255 255 255 255 255   9   5   4   5   5
61       255 255 255 255 255 255 255 255 255 254  84   2   4   6   5   6
62       255 255 255 255 255 255 255 255  25   7   6   8   6   6   6   5
63       255 255 255 255 255 255 255 255 226   7   7   6   5   5   5   5
64       255 255 255 255 255 255 255 255 251  14   7   5   7   5   6   6
65       255 255 255 255 255 255 255 255 111  27   7   4   5   6   5   0
66       255 255 255 255 255 255 255 255 223  55  24  20  14   6   0   0
67       255 255 255 255 255 255 255 255 255 255 201  67  19   2   2   2
68       255 255 255 255 255 255 255 255 253 252 158   3   1   1   1   1
69       255 255 255 255 255 255 255 250 231  42   5   4   1   1   1   1
70       255 255 255 255 255 255 255 245  58   6   8   2   2   2   1   0
71       255 255 255 255 255 255 255 220   7   7   5   1   1   1   0   0
72       255 255 255 255 255 255 255 253  10   4   1   1   1   0   0   0
73       255 255 255 255 255 255 255 255 255 255 253   8   0   0   0   0
74       255 255 255 255 255 255 255 255 255 255 255 255 255 255 249   0
75       255 255 255 255 255 255 255 255 255 255 255 255 255 254   0   0
76       255 255 255 255 255 255 255 255 255 255 255 249   0   0   0   0
77       255 255 255 255 255 255 255 255  82   0   2   0   2   0   0   0
78       255 255 255 255 255 255 255 255  93   0   1   2   0   0   0   0
79       255 255 255 255 255 255 255 255 255 128   1   1   0   2   0   0
80       255 255 255 255 255 255 255 255 255 254   1   0   1   1   0   0
81       255 255 255 255 255 255 255 255 248   2   2   1   0   0   0   1
82       255 255 255 255 255 255 255 250   9   4   0   2   1   0   1   0
83       255 255 255 255 255 255 255 210   0   0   1   0   1   1   0   0
84       255 255 255 255 255 255 255 143   1   0   0   0   0   0   0   0
85       255 255 255 255 255 255 255 176   2   0   0   0   0   0   0   0
86       255 255 255 255 255 255 255 231   1   1   0   2   0   0   0   0
87       255 255 255 255 255 255 255 254  14   0   1   0   0   0   0   0
88       255 255 255 255 255 255 255 255 255 254 254  68   0   0   0   0
89       255 255 255 255 255 255 255 255 255 255 255 248   0   0   0   0
90       255 255 255 255 255 255 255 255 255   6   0   0   0   0   0   0
91       255 255 255 255 255 255 255 252   0   0   0   0   0   0   0   0
92       255 255 255 255 255 255 255 215   1   0   0   0   0   0   0   0
93       255 255 255 255 255 255 255 223  11   0   0   0   0   0   0   0
94       255 255 255 255 255 255 255 231   4   0   0   0   0   0   0   0
95       255 255 255 255 255 255 255 255  69   0   0   0   0   0   0   0
96       255 255 255 255 255 255 255 255 229   0   0   0   0   0   0   0
97       255 255 255 255 255 255 255 255 139   0   0   0   0   0   0   0
98       255 255 255 255 255 255 255 252  16   0   0   0   0   0   0   0
99       255 255 255 255 255 255 255 248   0   0   0   0   0   0   0   0
100      255 255 255 255 255 255 255 254   3   0   0   0   0   0   0   0
101      255 255 255 255 255 255 255 255 255 161   0   0   0   0   0   0
102      255 255 255 255 255 255 255 255 255 255 255 255 255 255   4   0
103      255 255 255 255 255 255 255 255 255 255 255 255 255 255 255   0
104      255 255 255 255 255 255 255 255 255 255 255 255 191   0   0   0
105      255 255 255 255 255 255 255 255 255 196   0   0   0   0   0   0
106      255 255 255 255 255 255 255 255  47   0   0   0   0   0   0   0
107      255 255 255 255 255 255 255 243   0   0   0   0   0   0   0   0
108      255 255 255 255 255 255 255 225   0   0   0   0   0   0   0   0
109      255 255 255 255 255 255 255 249   0   0   0   0   0   0   0   0
110      255 255 255 255 255 255 255 255  60   0   0   0   0   0   0   0
111      255 255 255 255 255 255 255 255 254   1   0   0   0   0   0   0
112      255 255 255 255 255 255 255 255 255 151   0   0   0   0   0   0
113      255 255 255 255 255 255 255 255  94   0   0   0   0   0   0   0
114      255 255 255 255 255 255 255 247   2   0   0   0   0   0   0   0
115      255 255 255 255 255 255 255 255  70   0   0   0   0   0   0   0
116      255 255 255 255 255 255 255 255 255 255 255   1   0   0   0   0
117      255 255 255 255 255 255 255 255 255 255 255 255 205   0   0   0
118      255 255 255 255 255 255 255 255 255 255   7   0   0   0   0   0
119      255 255 255 255 255 255 255 255 255   0   0   0   0   0   0   0
120      255 255 255 255 255 255 255 255 253   7   0   0   0   0   0   0
121      255 255 255 255 255 255 255 255 145   0   0   0   0   0   0   0
122      255 255 255 255 255 255 255 245   0   0   0   0   0   0   0   0
123      255 255 255 255 255 255 255 249   0   0   0   0   0   0   0   0
124      255 255 255 255 255 255 255 255   6   0   0   0   0   0   0   0
125      255 255 255 255 255 255 255 249   1   0   0   0   0   0   0   0
126      255 255 255 255 255 255 255 252   1   0   0   0   0   0   0   0
127      255 255 255 255 255 255 255 254  12   0   0   0   0   0   0   0
