Scanning 127 channels through 16 RSSI levels

        <lower ------------------- rssi levels ------------------- higher>
channel    0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
78       255 255 255 255 255 255 220   5   2   1   0   2   1   0   1   0
79       255 255 255 255 255 255 241   2   6   5   6   1   2   2   5   1
80       255 255 255 255 255 255 247   0   1   0   2   2   2   3   2   1
81       255 255 255 255 255 255 156   1   1   4   3   1   3   2   0   1
82       255 255 255 255 255 255  53   1   0   0   0   2   0   0   1   0
83       255 255 255 255 255 255  10   0   1   2   0   1   4   2   1   0
84       255 255 255 255 255 255   2   2   1   0   0   0   0   0   0   0
85       255 255 255 255 255 252   1   0   0   0   0   0   0   0   0   0
86       255 255 255 255 255 254   1   0   0   0   1   0   0   0   0   0
87       255 255 255 255 255 255  42   0   0   0   0   0   0   0   0   0
88       255 255 255 255 255 255 255 255 255 254   7   0   0   0   0   0
89       255 255 255 255 255 255 255 255 255 253 254   0   0   0   0   0
90       255 255 255 255 255 255 255 255 254   0   0   0   0   0   0   0
91       255 255 255 255 255 255 253   0   0   0   0   0   0   0   0   0
92       255 255 255 255 255 255  63   0   0   0   0   0   0   0   0   0
93       255 255 255 255 255 255  73   0   0   0   0   0   0   0   0   0
94       255 255 255 255 255 255  78   1   0   0   0   0   0   0   0   0
95       255 255 255 255 255 255 119   1   0   0   0   0   0   0   0   0
96       255 255 255 255 255 255 250   3   0   0   0   0   0   0   0   0
97       255 255 255 255 255 255 251   1   0   0   0   0   0   0   0   0
98       255 255 255 255 255 255 226   1   0   0   0   0   0   0   0   0
99       255 255 255 255 255 255  70   1   0   0   0   0   0   0   0   0
100      255 255 255 255 255 255 208   0   0   0   0   0   0   0   0   0
101      255 255 255 255 255 255 222   0   0   0   0   0   0   0   0   0
102      255 255 255 255 255 255 255 255 255 255 255 103   0   0   0   0
103      255 255 255 255 255 255 255 255 255 255 255 255   5   0   0   0
104      255 255 255 255 255 255 255 255 255 255   6   0   0   0   0   0
105      255 255 255 255 255 255 255 255   0   0   0   0   0   0   0   0
106      255 255 255 255 255 255 250   0   0   0   0   0   0   0   0   0
107      255 255 255 255 255 255 118   0   0   0   0   0   0   0   0   0
108      255 255 255 255 255 255  27   0   0   0   0   0   0   0   0   0
109      255 255 255 255 255 255  50   0   0   0   0   0   0   0   0   0
110      255 255 255 255 255 255 255   0   0   0   0   0   0   0   0   0
111      255 255 255 255 255 255 255 255 222   0   0   0   0   0   0   0
112      255 255 255 255 255 255 255 255 251   0   0   0   0   0   0   0
113      255 255 255 255 255 255 255   0   0   0   0   0   0   0   0   0
114      255 255 255 255 255 255  16   0   0   0   0   0   0   0   0   0
115      255 255 255 255 255 255  57   0   0   0   0   0   0   0   0   0
116      255 255 255 255 255 255 255 255 255 255   0   0   0   0   0   0
117      255 255 255 255 255 255 255 255 255 255 255 133   0   0   0   0
118      255 255 255 255 255 255 255 255 255 255   0   0   0   0   0   0
119      255 255 255 255 255 255 255 246   0   0   0   0   0   0   0   0
120      255 255 255 255 255 255 245   0   0   0   0   0   0   0   0   0
121      255 255 255 255 255 255  59   0   0   0   0   0   0   0   0   0
122      255 255 255 255 255 255   6   0   0   0   0   0   0   0   0   0
123      255 255 255 255 255 255   6   0   0   0   0   0   0   0   0   0
124      255 255 255 255 255 255  72   0   0   0   0   0   0   0   0   0
125      255 255 255 255 255 255  14   0   0   0   0   0   0   0   0   0
126      255 255 255 255 255 255   5   0   0   0   0   0   0   0   0   0
127      255 255 255 255 255 255  35   0   0   0   0   0   0   0   0   0
