Scanning 127 channels through 16 RSSI levels

        <lower ------------------- rssi levels ------------------- higher>
channel    0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
40       255 255 255 255 255 255 255 255 255 207   9   3   4   4   3   3
41       255 255 255 255 255 255 255 255 254 193   7   2   2   2   4   3
42       255 255 255 255 255 255 255 255 255 129   7   3   3   2   3   4
43       255 255 255 255 255 255 255 255 255 233  11   9   4   4   3   3
44       255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 254
45       255 255 255 255 255 255 255 255 255 255 255 255 255 255 253   3
46       255 255 255 255 255 255 255 255 255 255 255   5   4   3   3   3
47       255 255 255 255 255 255 255 255 255 255 253  10   7   4   3   3
48       255 255 255 255 255 255 255 255 255 255 255 254 237  18  11   7
49       255 255 255 255 255 255 255 255 255 213  19   8  10  10   8   7
50       255 255 255 255 255 255 255 255 255 253  86  13   9   9   8   5
51       255 255 255 255 255 254 255 255 255 235  29  10  10   9  10   9
52       255 255 255 255 255 255 255 255 255 148  13  12  14  12  11  12
53       255 255 255 255 255 255 255 255 254  98  16  14  15  14  12   8
54       255 255 255 255 255 255 255 255 253 108  15   8   9   8   8   6
55       255 255 255 255 255 255 255 255 255 189  10   8   9   8   8   9
56       255 255 255 255 255 255 255 255 255 148  11  11  11   9   9   6
57       255 255 255 255 255 255 255 255 255 224  11   8   8   7   8   4
58       255 255 255 255 255 255 255 255 255 255 255 254 252  14   7   6
59       255 255 255 255 255 255 255 255 255 255 255 255 254  10   7   7
60       255 255 255 255 255 255 255 255 255 255  23   8   9   8   9   7
61       255 255 255 255 255 255 255 255 255 211  10   9   7   7   7   6
62       255 255 255 255 255 255 255 255 255 216   9  10   9  11   9   6
63       255 255 255 255 255 255 255 255 255 242  13   8   6   6   5   6
64       255 255 255 255 255 255 255 255 255 239  16   9   7   5   5   5
65       255 255 255 255 255 255 255 255 255 241  37  10  10   6   5   6
66       255 255 255 255 255 255 255 255 255 255 162  30  33  32  18   8
67       255 255 255 255 255 255 255 255 255 255 255 255 149  24  11   7
68       255 255 255 255 255 255 255 255 255 250 233 166  23  10  10   9
69       255 255 255 255 255 255 255 255 255 250 219  28   7   7   5   6
70       255 255 255 255 255 255 255 255 255 234  22   9  10   9  10  10
71       255 255 255 255 255 255 255 255 255 211   9   6   5   5   6   0
72       255 255 255 255 255 255 255 255 255 255 255 255 255 250 248   2
73       255 255 255 255 255 255 255 255 255 255 255 255 255 253 248   3
74       255 255 255 255 255 255 255 255 255 255 255 254  13   7   0   1
75       255 255 255 255 255 255 255 255 255 255  10   5   6   3   1   0
76       255 255 255 255 255 255 255 255 254 218   8   7   2   0   0   1
77       255 255 255 255 255 255 255 255 255 210  10   5   5   4   1   0
78       255 255 255 255 255 255 255 255 255 186   7   5   2   2   1   0
79       255 255 255 255 255 255 255 255 255 252  16   2   4   1   1   1
80       255 255 255 255 255 255 255 255 255 255 249  22   1   0   0   1
81       255 255 255 255 255 255 255 255 255 137   5   0   2   1   0   1
82       255 255 255 255 255 255 255 255 255 158   2   1   1   0   1   0
83       255 255 255 255 255 255 255 255 255 215   8   2   0   1   0   0
84       255 255 255 255 255 255 255 255 255 212   6   0   0   0   0   0
85       255 255 255 255 255 255 255 255 255 226   5   2   1   0   0   0
86       255 255 255 255 255 255 255 255 255 255 255 241   0   0   0   0
87       255 255 255 255 255 255 255 255 255 255 255 255 253 254  35   0
88       255 255 255 255 255 255 255 255 255 255 253   0   0   0   0   0
89       255 255 255 255 255 255 255 255 254 239   8   0   0   0   0   0
90       255 255 255 255 255 255 255 255 254 234  15   0   0   0   0   0
91       255 255 255 255 255 255 255 255 255 224  14   0   0   0   0   0
92       255 255 255 255 255 255 255 255 255 204  10   0   0   0   0   0
93       255 255 255 255 255 255 255 255 255 217  11   0   0   0   0   0
94       255 255 255 255 255 255 255 255 255 254  55   0   0   0   0   0
95       255 255 255 255 255 255 255 255 255 255 207   0   0   0   0   0
96       255 255 255 255 255 255 255 255 255 255 146   3   0   0   0   0
97       255 255 255 255 255 255 255 255 255 255  96   0   0   0   0   0
98       255 255 255 255 255 255 255 255 255 255  41   0   0   0   0   0
99       255 255 255 255 255 255 255 255 255 255  43   0   0   0   0   0
100      255 255 255 255 255 255 255 255 255 255 255 255 255   7   0   0
101      255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255
102      255 255 255 255 255 255 255 255 255 255 255 255 255   0   0   0
103      255 255 255 255 255 255 255 255 255 255 179   1   0   0   0   0
104      255 255 255 255 255 255 255 255 255 252  87   0   0   0   0   0
105      255 255 255 255 255 255 255 255 255 226  12   0   0   0   0   0
106      255 255 255 255 255 255 255 255 255 187   0   0   0   0   0   0
107      255 255 255 255 255 255 255 255 255 181   0   0   0   0   0   0
108      255 255 255 255 255 255 255 255 255 195   0   0   0   0   0   0
109      255 255 255 255 255 255 255 255 255 158   0   0   0   0   0   0
110      255 255 255 255 255 255 255 255 255 246   1   0   0   0   0   0
111      255 255 255 255 255 255 255 255 255 255 255 238   0   0   0   0
112      255 255 255 255 255 255 255 255 255 255 255 255 255 247   0   0
113      255 255 255 255 255 255 255 255 255 250  12   0   0   0   0   0
114      255 255 255 255 255 255 255 255 255 255  64   0   0   0   0   0
115      255 255 255 255 255 255 255 255 255 255 255 255 255 255 255   0
116      255 255 255 255 255 255 255 255 255 255 255 255   1   0   0   0
117      255 255 255 255 255 255 255 255 255 253   2   0   0   0   0   0
118      255 255 255 255 255 255 255 255 255 230   0   0   0   0   0   0
119      255 255 255 255 255 255 255 255 255 253  15   0   0   0   0   0
120      255 255 255 255 255 255 255 255 255 253  62   0   0   0   0   0
121      255 255 255 255 255 255 255 255 255 234   4   0   0   0   0   0
122      255 255 255 255 255 255 255 255 255 238   0   0   0   0   0   0
123      255 255 255 255 255 255 255 255 255 233   0   0   0   0   0   0
124      255 255 255 255 255 255 255 255 255 232   5   0   0   0   0   0
125      255 255 255 255 255 255 255 255 255 218   0   0   0   0   0   0
126      255 255 255 255 255 255 255 255 255 243   4   0   0   0   0   0
127      255 255 255 255 255 255 255 255 255 227   0   0   0   0   0   0
