Scanning 127 channels through 16 RSSI levels

        <lower ------------------- rssi levels ------------------- higher>
channel    0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
0          1   0   0   0   0   0   2   0   1   0   0   0   1   0   0   0
1          0   2   2   1   0   0   0   1   2   0   0   0   1   0   1   0
2          1   1   0   0   0   1   0   1   1   1   1   0   1   1   0   0
3          1   0   0   0   0   1   2   4   3   2   2   1   0   0   3   0
4          0   0   0   0   0   0   1   1   1   2   1   1   0   0   0   0
5          0   0   0   1   1   1   1   1   1   0   0   0   0   0   0   0
6          0   0   0   0   0   0   1   2   2   2   2   2   1   0   0   0
7          6   6   5   5   5   6   5   6   8   7   7   8   8   6   6   6
8          5   6   5   4   4   7   5   6   7   7   7   9   6   6   6   5
9          6   6   7   7   6   6   6   7   8   7   7   9   7   6   7   7
10         7   8  10   9  10  11  11  11  11  12  10  10   8   6   6   6
11         9  10  10   8   7   8   9   8  10  12   9  11  14  10  11  12
12         7   6   6   6   5   5   5   6   7   8   8   8   9   8   6   7
13         6   6   6   8   6   6   7   5   6   6   5   5   6   6   5   6
14         5   5   5   6   6   6   8   6   8  11   8   8   9   6   5   5
15         6   6   5   5   4   4   5   5   5   7   7   7   8   8   6   7
16         9   8   7   7   6   5   5   5   5   7   7   8   8   9   9   8
17         4   5   6   5   4   5   5   6   6   4   4   8   6   6   5   4
18         1   0   0   0   0   0   0   0   0   0   0   1   1   1   1   1
19         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
20         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
21         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
22         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
23         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
24         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
25         0   1   1   0   0   1   0   0   0   0   0   1   0   2   0   0
26         0   0   2   0   1   0   2   0   0   0   1   1   1   0   0   0
27         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
28         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
29         0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0
30         1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
31         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
32         0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0
33         1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
34         0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0
35         0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
36         0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0
37         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
38         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
39         3   3   4   4   3   4   4   3   4   4   4   3   3   2   2   3
40         3   2   2   3   2   2   2   3   4   3   3   3   3   3   3   3
41         3   3   3   2   2   2   2   2   2   2   3   3   4   4   4   3
42         4   3   3   3   3   3   3   3   3   4   2   2   2   3   3   3
43         2   3   2   2   2   3   3   3   3   3   3   3   3   3   3   2
44         3   3   3   4   3   2   2   2   3   3   4   3   3   3   3   3
45         3   3   4   3   3   3   3   2   2   2   3   3   3   3   3   3
46         9   8   9   8   7   9   9   7   9   9   9   9   9   8   8   8
47         8   8   8   9   7   8   7   7   9   9   8  11  12   9   9   8
48         3   3   3   2   2   2   2   2   2   3   3   4   4   4   3   3
49         4   3   3   3   3   3   3   3   3   3   3   2   2   2   3   3
50         7   7   9   7   9   7   9  10   9  11  12  10  12  10   7   7
51         9   9  10   7   9   9   9   8   7   8  10   9  10  10  10  10
52         6   8   8   8  10  10  10  11  10   8   9   8   7   7   6   7
53         7   8   9   7   7   7   7   9   9   9  10  11  11  11   9   8
54        12   9  10  10  10  12  10   9   8   8   9   8  10  10  10  12
55         6   7   7   5   6   5   7   8   6   7   6   7   8   8   5   6
56         7   6   6   4   3   4   3   4   4   5   7   6   8   8   8   7
57        10  12  12   9  10  11   9  12   9   8  11  10  12  12  10   8
58         6   4   6   6   8   8   8   8   6   6   5   6   5   6   6   5
59         6   6   6   6   6   6   3   4   5   5   5   6   6   7   7   7
60         6   6   6   7   6   7   6   5   4   5   6   6   5   5   5   4
61         6   6   5   5   5   6   6   7   6   7   7   7   8   7   7   6
62         6   6   6   6   6   5   5   6   5   5   5   6   6   7   8   7
63         5   8   7   6   6   6   5   6   6   5   5   5   5   5   5   6
64         0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0
65         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
66         0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   1
67         0   1   0   0   0   0   0   0   0   0   0   0   0   0   1   0
68         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
69         1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
70         0   0   0   0   1   0   0   0   0   0   0   0   0   1   0   1
71         0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0
72         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
73         0   0   0   0   0   1   0   0   0   0   1   0   0   0   0   0
74         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
75         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
76         0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0
77         0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
78         1   1   2   1   1   3   2   3   1   1   1   2   5   3   2   5
79         1   1   3   1   3   2   3   3   6   3   3   3   2   0   0   0
80         3   0   0   2   3   3   3   4   5   1   4   2   3   2   0   1
81         1   0   0   0   0   1   2   0   1   0   0   2   2   0   1   0
82         0   0   1   1   0   1   2   0   0   1   2   0   1   2   1   2
83         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
84         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
85         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
86         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
87         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
88         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
89         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
90         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
91         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
92         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
93         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
94         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
95         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
96         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
97         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
98         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
99         0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
100        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
101        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
102        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
103        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
104        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
105        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
106        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
107        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
108        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
109        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
110        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
111        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
112        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
113        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
